,dataset_name,dataset_url,pub_url,title
390,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://trace.tennessee.edu/utk_gradthes/2766,Two essays on the application of ordered probability model
391,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://etd.ohiolink.edu/!etd.send_file?accession=ohiou1417013554&disposition=inline,The Relationship of Food Insecurity to Health Parameters in Adult Women with Polycystic Ovary Syndrome (PCOS)
392,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://etd.ohiolink.edu/!etd.send_file?accession=ohiou1397295968&disposition=inline,"The Relationship of Food Security, Cervical Health, and Produce Intake in Rural Appalachia"
393,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,"A study of the evolution of food security discourse, mobilization, and congressional champions"
394,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://minds.wisconsin.edu/bitstream/handle/1793/73357/Whitty_Jennifer_Thesis.pdf?sequence=1,Prevalence of food insecurity and key demographics of the hispanic populations in two rural wisconsin villages
395,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://etd.ohiolink.edu/!etd.send_file?accession=osu1405461794&disposition=inline,The Association Between Household Food Security and Dental Caries in Young Children
396,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://ir.ua.edu/bitstream/handle/123456789/2110/file_1.pdf?sequence=1&isAllowed=y,Potential And Realized Food Environments: An Application Of The Social Cognitive Theory In Alabama Food Deserts
397,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://pdfs.semanticscholar.org/0669/4a5d5de63a591970104a199638549a5112f6.pdf,The Availability Of Public Transportation And Access To Gluten-Free Products In A Rural Community In The Northwest
398,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,Food Security Status of Households With Special Health Care Needs
399,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.urban.org/sites/default/files/publication/92331/assessing_food_insecurity_on_campus_4.pdf,Assessing Food Insecurity on Campus: A National Look at Food Insecurity among America's College Students
400,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://zwickcenter.uconn.edu/outreach_reports_44_3050881617.pdf,Food Insecurity and Obesity Incidence Across Connecticut
401,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,Essays in Food Security in Latin America and the United States
402,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.nber.org/papers/w24762.pdf,"Local Food Prices, SNAP Purchasing Power, and Child Health"
403,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/45213/48167_err167.pdf?v=0,"Prevalence of U.S. Food Insecurity Is Related to Changes in Unemployment, Inflation, and the Price of Food"
404,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.ers.usda.gov/webdocs/publications/81780/err-220.pdf?v=0,"Food Insecurity Measures: Experience-Based Versus Nutrition-Based Evidence from India, Bangladesh, and Ethiopia"
405,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1313&context=hc_sas_etds,The impact of the 2008 economic recession on the food security level of veterans relative to nonveterans
406,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.jhsph.edu/research/centers-and-institutes/johns-hopkins-center-for-a-livable-future/_pdf/research/clf_reports/CFS-Lit-Review-II-final.pdf,Community Food Security in the United States: A Survey of the Scientific Literature
407,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/79893/eib-157.pdf?v=3418.4,Comparing National Household Food Acquisition and Purchase Survey (FoodAPS) Data With Other National Food Surveys' Data
408,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/45265/48787_err173.pdf?v=42265,Household Food Security in the United States in 2013
409,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.ers.usda.gov/webdocs/publications/85215/tb-1945.pdf?v=0,"Examining an ""Experimental"" Food-Security-Status Classification Method for Households With Children"
410,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/45425/53739_err194_summary.pdf?v=42515,Household Food Security in the United States in 2014
411,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/79761/err-215.pdf,Household Food Security in the United States in 2015
412,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/84973/err-237.pdf,Statistical Supplement to Household Food Security in the United States in 2016
413,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://etd.ohiolink.edu/!etd.send_file?accession=ohiou1447871209&disposition=inline,Knowledge and Perceptions of a Plant-Based Diet Among Individuals with Type 2 Diabetes and High Food Security Living in Rural Appalachian Ohio
414,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.nber.org/papers/w22977.pdf,Who Benefits Most From Snap? A Study Of Food Security And Food Spending
415,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://pdfs.semanticscholar.org/6d77/f07604cb2faa596fe14369b4ac57e89d71a4.pdf,The Effect of Electronic Benefit Transfer on the Marginal Propensity to Consume Food out of SNAP
416,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/138531/vafusaro_1.pdf?sequence=1&isAllowed=y,The Spirit of '96: States & the Implementation of Temporary Assistance for Needy Families
417,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://centropr.hunter.cuny.edu/sites/default/files/data_briefs/RB2016-05_FOOD%20SECURITY.pdf,Eating Well (When You Can): Food Security Among Stateside Puerto Ricans
418,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6310&context=iqp-all,Food Insecurity Among WPI Students
419,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,The Right to Food in the U.S.: The Role of SNAP
420,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://hdl.handle.net/2142/95362,Food Insecurity In The U.S.: Measurement And Evaluation
421,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://doi.org/doi:10.7282/T3S46V6X,"Relationships Among Food Insecurity, Perceived Stress, General Self-Efficacy, And Obesity In Female Heads-Of-Household With Children"
422,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.nber.org/chapters/c13488.pdf,US Food and Nutrition Programs
423,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.urban.org/sites/default/files/publication/98919/the_well-being_and_basic_needs_survey_0.pdf,The Well-Being and Basic Needs Survey: A New Data Source for Monitoring the Health and Well-Being of Individuals and Families
424,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/113362/junekim_1.pdf?sequence=1&isAllowed=y,Three Essays on the Impact of Government Assistance Programs on Economic Behaviors of Vulnerable Households
425,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://pdfs.semanticscholar.org/a1de/9c9f4e1e6843c888dc56ceebffb59f201f34.pdf?_ga=2.118749901.579131338.1563452923-806964339.1560536590,The Supplemental Nutrition Assistance Program And Childcare
426,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.doi.org/10.31979/etd.66mt-hsr5,Increasing the CalFresh Participation Rate in The County of Santa Cruz
427,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://espace.cdu.edu.au/eserv/cdu:61435/Thesis_CDU_61435_McCarthy_L.pdf,"Household food security and child health outcomes in families with children aged 6 months to 4 years residing in Darwin and Palmerston, Northern Territory, Australia"
428,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://gatton.uky.edu/sites/default/files/Moellman%202017%20Healthcare%20and%20Hunger%20working.pdf,Healthcare and Hunger: Impacts of the A ordable Care Act on Food Insecurity in America
429,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://digitalcommons.usm.maine.edu/cgi/viewcontent.cgi?article=1137&context=muskie_capstones,The Affordable Care Act's Medicaid Expansion and Food Insecurity Rates
430,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.ers.usda.gov/webdocs/publications/45412/53600_err192.pdf?v=0,Annual and Monthly SNAP Participation Rates
431,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://mospace.umsystem.edu/xmlui/bitstream/handle/10355/62336/research.pdf?sequence=1&isAllowed=y,"Three Essays On Food Insecurity, Nutritional Outcomes, And Supplemental Nutrition Assistance Program Participation Among Seniors"
432,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://nces.ed.gov/fcsm/pdf/F2_Rabbitt_2015FCSM.pdf,Does a Standardized Spanish Translation of USDA's U.S. Household Food Security Survey Module Affect Differential Item Functioning Between Hispanic and White Non-Hispanic Households?
433,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.ers.usda.gov/webdocs/publications/44080/59326_eib-153.pdf?v=42501,"Food Security Among Hispanic Adults in the United States, 2011-2014"
434,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.ers.usda.gov/webdocs/publications/84003/eib-174.pdf,Children's Food Security and USDA Child Nutrition Programs
435,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://ecommons.cornell.edu/bitstream/handle/1813/40839/Rusmevichientong_Pimbucha.pdf?sequence=2&isAllowed=y,Three Essays On The Impacts Of Public Policy On Behavioral Health
436,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://digitalcommons.ursinus.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=1023&context=bus_econ_hon,Planting the Seeds of Security: The Influence of Agricultural Products on Food Security Levels in U.S. Counties
437,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://poverty.umich.edu/working-paper/comparing-trends-in-poverty-and-material-hardship-over-the-past-two-decades/,Comparing Trends In Poverty And Material Hardship Over The Past Two Decades
438,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.hamiltonproject.org/assets/files/twelve_facts_about_food_insecurity_and_snap.pdf,Twelve Facts about Food Insecurity and SNAP
439,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,The Decline of Cash Assistance and the Well-Being of Poor Households with Children
440,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/34095/Simonovich_washington_0250E_14682.pdf?sequence=1&isAllowed=y,An Examination of the Relationship between Household Food Insecurity and WIC Participation
441,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://scholarworks.uvm.edu/cgi/viewcontent.cgi?article=1818&context=graddis,Conceptualizing And Measuring Food Security Among Resettled Refugees Living In The United States
442,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://stars.library.ucf.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=5942&context=etd,"Food Insecurity, Social Inequality, and Social Policy"
443,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=6981&context=etd,"A Community of Isolation: An Ethnographic Examination of Mothering in Poverty and Its Impact on Food Security in Pinellas County, Florida"
444,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.ers.usda.gov/webdocs/publications/84241/err-233.pdf?v=0,The Effects of Energy Price Shocks on Household Food Security in Low-Income Households
445,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,Do Grocery (Food Sales) Taxes Cause Food Insecurity?
446,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://media4.manhattan-institute.org/sites/default/files/R-SW-0816.pdf,Poverty after Welfare Reform
447,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1115&context=econ_diss,Essays on Women's Employment and Children's Well-Being
448,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.feedingamerica.org/sites/default/files/research/senior-hunger-research/state-of-senior-hunger-2016.pdf,The State of Senior Hunger in America 2016: An Annual Report
449,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.feedingamerica.org/sites/default/files/2019-05/hunger-among-adults-50-59_full-report.pdf,Hunger Among Adults Age 50-59 in 2017: An Annual Report
450,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.hamiltonproject.org/assets/files/ziliak_modernizing_snap_benefits.pdf,Modernizing SNAP Benefits
451,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.feedingamerica.org/sites/default/files/research/senior-hunger-research/state-of-senior-hunger-2015.pdf,The State of Senior Hunger in America 2015: An Annual Report
452,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.feedingamerica.org/sites/default/files/2019-06/The%20State%20of%20Senior%20Hunger%20in%202017_F2.pdf,The State of Senior Hunger in America 2017: An Annual Report
453,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,"Children's Food Insecurity In Cohabiting, Married And Single-Mother Households"
454,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2017-04_Miller_Morrissey.pdf,Using Natural Experiments to Identify the Effects of SNAP on Child and Adult Health
455,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2014-03.pdf,SNAP and Food Consumption
456,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2014-09_allard_shaefer.pdf,"Neighborhood Food Infrastructure, Economic Shocks, and Very Low Food Security Among Children"
457,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,http://www.ncbi.nlm.nih.gov/pubmed/28855422,"Very Low Food Security in US Households Is Predicted by Complex Patterns of Health, Economics, and Service Participation"
458,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,http://www.ncbi.nlm.nih.gov/pubmed/25733480,Household food insecurity is positively associated with depression among low-income supplemental nutrition assistance program participants and income-eligible nonparticipants
459,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,http://www.ncbi.nlm.nih.gov/pubmed/25733453,Food insecurity and poor sleep: another consequence of food insecurity in the United States
460,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://ukcpr.org/sites/ukcpr/files/research-pdfs/State-of-Senior-Hunger-in-America-2012.pdf,The State of Senior Hunger in America 2012: An Annual Report
461,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://ukcpr.org/sites/ukcpr/files/research-pdfs/state-of-senior-hunger-2013-supplement.pdf,The State of Senior Hunger in America 2013: An Annual Report
462,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://ukcpr.org/sites/ukcpr/files/research-pdfs/NFESH_2016_Report-_Supplement_030816.pdf,The State of Senior Hunger in America 2014: An Annual Report
463,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2018-04.pdf,The effect of SNAP and the broader Safety Net on mental health and food insecurity
464,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://ukcpr.org/sites/ukcpr/files/research-pdfs/DP2018-02.pdf,"Food security, health, and healthcare utilization: The role of SNAP for families in extreme poverty"
465,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,http://www.ncbi.nlm.nih.gov/pubmed/31035208,"Transition to adulthood: Dynamics of disability, food security, and SNAP participation"
466,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://www.ncbi.nlm.nih.gov/pubmed/31318597,"Effect of the Affordable Care Act's Medicaid Expansions on Food Security, 2010-2016"
467,National Health Interview Survey Family Food Security Supplement,https://www.cdc.gov/nchs/nhis/about_nhis.htm,http://www.ncbi.nlm.nih.gov/pubmed/29267062,"Cost-Related Medication Nonadherence for Older Adults Participating in SNAP, 2013-2015"
468,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://www.ncbi.nlm.nih.gov/pubmed/28103070,Food Insecurity and Chronic Diseases Among American Indians in Rural Oklahoma: The THRIVE Study
469,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2015.302580,"The Supplemental Nutrition Assistance Program, Food Insecurity, Dietary Quality, and Obesity Among US Adults"
470,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,Examining the Influence of the Food Environment on Household Food Security
471,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://williamsinstitute.law.ucla.edu/wp-content/uploads/Food-Insecurity-and-SNAP-Participation-in-the-LGBT-Community.pdf,Food Insecurity and SNAP Participation in the LGBT Community
472,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,Food Assistance Programs and Child Health
473,Early Childhood Longitudinal Program,https://nces.ed.gov/ecls/birth.asp,"https://www.impaqint.com/sites/default/files/files/Nonresident%20Father%20Involvement,%20Final%20Report,%20IMPAQ%20International,%2006JAN2014.pdf",Nonresident Father Involvement and Childhood Hunger
474,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,,Household Food Insecurity in Canada: Towards an Understanding of Effective Interventions
475,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=2296&context=dissertations,"Electronic Benefit Transfer: Food Choices, Food Insecurity, and Type 2 Diabetes"
476,National Health Interview Survey Family Food Security Supplement,https://www.cdc.gov/nchs/nhis/about_nhis.htm,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4566547/pdf/AJPH.2015.302712.pdf,Food Insecurity and Cost-Related Medication Underuse Among Nonelderly Adults in a Nationally Representative Sample
477,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://pdfs.semanticscholar.org/459d/17bcc9d85b0b43662f5c162a4aaaf191c898.pdf,The Scope and Magnitude of Food Sharing Among U.S. Households: New Evidence from FoodAPS
478,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://tind-customer-agecon.s3.amazonaws.com/0e98be66-0204-4cf5-ab49-54c4fb9dfb23?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27SAEA2018-Sitienei-Snap-Paper.pdf&response-content-type=application%2Fpdf&AWSAccessKeyId=AKIAXL7W7Q3XHXDVDQYS&Expires=1564429733&Signature=qae%2FfDxFuWLPrDaLyzy58w9z1XI%3D,Impact of SNAP and WIC Program Participation on Consumption of Fruits and Vegetables
479,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://www.ers.usda.gov/webdocs/publications/43953/eib138_errata.pdf?v=2948.4,Where Do Americans Usually Shop for Food and How Do They Travel To Get There? Initial Findings From the National Household Food Acquisition and Purchase Survey
480,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1117&context=ukcpr_papers,Variation in Food Prices and SNAP Adequacy for Purchasing the Thrifty Food Plan
481,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1114&context=ukcpr_papers,The Effect of Food Price on Food Insecurity and Diet Quality: Exploring Potential Moderating Roles of SNAP and Consumer Competency
482,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://tind-customer-agecon.s3.amazonaws.com/75de4939-3d5e-4685-bbad-5ca67e653ed4?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27Diet_Health_Behaviour_and_Obesity_Bemile_Anders_EAAE.pdf&response-content-type=application%2Fpdf&AWSAccessKeyId=AKIAXL7W7Q3XHXDVDQYS&Expires=1564433155&Signature=YQc6n4aG5EQHuivLHvDg3FCmRzc%3D,Linking Diet-Health Behaviour and Obesity using Propensity Score Matching
483,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://fns-prod.azureedge.net/sites/default/files/ops/NHANES-SNAP07-10.pdf,"Diet Quality of Americans by SNAP Participation Status: Data from the National Health and Nutrition Examination Survey, 2007-2010"
484,National Health Interview Survey Family Food Security Supplement,https://www.cdc.gov/nchs/nhis/about_nhis.htm,https://pdfs.semanticscholar.org/67bc/6a6f4cc63a4db5db1d712de0369131803538.pdf,Food Insecurity And Types Of Disability
485,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.feedingamerica.org/sites/default/files/research/senior-hunger-research/senior-health-consequences-2014.pdf,The Health Consequences Of Senior Hunger In The United States: Evidence From The 1999-2014 Nhanes
486,National Health Interview Survey Family Food Security Supplement,https://www.cdc.gov/nchs/nhis/about_nhis.htm,https://nopren.org/wp-content/uploads/2017/08/ERS-Report-Food-Insecurity-Chronic-Disease-and-Health-Among-Working-Age-Adults.pdf,"Food Insecurity,Chronic Disease, and Health Among Working-Age Adults"
487,Food Security Survey Module,https://www.ers.usda.gov/media/8279/ad2012.pdf,,Childhood and adolescent food security and young adult outcomes
488,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,"The influence of nutrition assistance program participation, parental nutritional knowledge, and family foodways on food security and child well-being"
489,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,http://www.ncbi.nlm.nih.gov/pubmed/28239245,"A Decade of Change: Measuring the Extent, Depth and Severity of Food Insecurity"
490,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,"Panel Paper: Food Insecurity in the Psid: A Comparison with the Levels, Trends, Determinants, and Correlates in the CPS 1999-2017"
491,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://www.ncbi.nlm.nih.gov/pubmed/26690655,Differences in consumer use of food labels by weight loss strategies and demographic characteristics
492,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,http://www.ncbi.nlm.nih.gov/pubmed/29345702,"Assessing the consumption of berries and associated factors in the United States using the National Health and Nutrition Examination Survey (NHANES), 2007-2012"
493,Supplemental Nutrition Assistance Program,https://data.nal.usda.gov/dataset/supplemental-nutrition-assistance-program-snap-data-system,,How Well Does SNAP Protect Families Against the Risk of Food Insecurity and Poor Health During Economic Downturns?
494,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://www.ncbi.nlm.nih.gov/pubmed/26095434,Impulsivity and Fast-Food Consumption: A Cross-Sectional Study among Working Adults
495,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,https://www.ncbi.nlm.nih.gov/pubmed/27410962,SNAP Participants' Eating Patterns over the Benefit Month: A Time Use Perspective
496,Flexible Consumer Behavior Survey,https://www.ers.usda.gov/topics/food-choices-health/food-consumption-demand/flexible-consumer-behavior-survey/,https://www.ncbi.nlm.nih.gov/pubmed/24698136,Language use affects food behaviours and food values among Mexican-origin adults in the USA
497,National Health and Nutrition Examination Survey,https://wwwn.cdc.gov/nchs/nhanes/,https://www.ncbi.nlm.nih.gov/pubmed/24935611,Race/ethnicity and income in relation to the home food environment in US youth aged 6 to 19 years
498,Current Population Survey Food Security Supplement,https://www.ers.usda.gov/data-products/food-security-in-the-united-states/documentation.aspx#cps,,The National Household Food Acquisition and Purchase Survey: Innovations and Research Insights
